"
TERM","
SCHOOL","
PTRM","
DEPT","
SUBJ","
NUMB","
CRN","
COURSE TITLE","BEG 
TIME","END 
TIME","MEET
DAYS","
BUILDING","
ROOM","
SCHD","
INSTRUCTOR","CRED
HRS",LOAD,"
CAP","AVAIL
SEATS","LOW 
ENRL","
CLOSED"
201320,SM,1,CSE,COS,370,35552,Mobile Computing,1200,1350,TR,EULER,218,A,Siegfried Brandle,4,4,12,1,,
201320,SM,1,CSE,COS,371,34936,Software Studio I,1400,1550,TR,EULER,103,A,Thomas Nurkkala,4,4,10,8,YES,
201320,SM,1,CSE,COS,372,34032,Software Studio II,1400,1550,TR,EULER,103,A,Thomas Nurkkala,4,4,12,11,YES,
201320,SM,1,CSE,COS,380,35533,Natural Language Processing,1000,1120,TR,EULER,200,A,Thomas Nurkkala,3,3,10,2,,
201320,SM,1,CSE,COS,382,35467,Language Structures,1300,1350,MWF,EULER,200,A,CSE Other,3,3,10,1,,
201320,SM,1,CSE,COS,421,35468,Operating Systems,1200,1250,MWF,EULER,218,A,CSE Other,3,3,10,3,,
201320,SM,1,CSE,COS,425,35553,Animation,,,,,,A,William Toll,3,3,10,8,YES,
201320,SM,1,CSE,COS,453,33998,Research II-SP,,,,,,R,Arthur White,3,3,25,24,YES,
201320,SM,1,CSE,COS,471,35297,Software Studio III,1400,1550,TR,EULER,103,A,Thomas Nurkkala,4,4,20,17,YES,
201320,SM,1,CSE,COS,472,34464,Software Studio IV-SP,1400,1550,TR,EULER,103,A,Thomas Nurkkala,4,4,10,10,YES,
201320,SM,1,CSE,COS,492,35739,Senior Project,,,,,,R,Arthur White,3,3,1,0,YES,YES
201320,SM,1,CSE,COS,495,35528,Senior Eng Project III-SP,800,850,M,NS,210,G,CSE Other,1,1,10,8,YES,
201320,SM,1,CSE,SYS,101,34033,Introduction to Systems,1500,1550,MWF,EULER,130,A,Felix Aguilar,3,3,30,1,,
201320,SM,1,CSE,SYS,310,31261,E-Commerce,1100,1150,MWF,EULER,103,A,Jennifer Shivers,3,3,35,25,,
201320,SM,1,CSE,SYS,392,30129,Systems Seminar,1600,1650,M,EULER,130,S,Jennifer Shivers,1,1,75,49,,
201320,SM,1,CSE,SYS,394,30130,Information Systems Design,1300,1350,MTWF,EULER,103,A,Thomas Nurkkala,4,4,15,-1,,YES
201320,SM,1,CSE,SYS,403,34843,Operations Management,900,950,MWF,EULER,200,A,Felix Aguilar,3,3,15,-3,,YES
